Date,Weekday,(GeV/Pass),Operation Status,Hall A Exp,Hall A Params,Hall B Exp,Hall B Params,Hall C Exp,Hall C Params,Hall D Exp,Hall D Params,Priority,Pass,Notes
10/18/2022,Tuesday,2.1,Physics,E12-09-016 **,4.2/60/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,2/5/5/5.5,
10/19/2022,Wednesday,2.1,Physics,E12-09-016 **,4.2/60/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,2/5/5/5.5,
10/20/2022,Thursday,2.1,Physics,Reconfigure,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,-/5/5/5.5,
10/21/2022,Friday,2.1,Physics,Pass change,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
10/22/2022,Saturday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
10/23/2022,Sunday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,Assume power limit 1.1 MW by this point
10/24/2022,Monday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
10/25/2022,Tuesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
10/26/2022,Wednesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
10/27/2022,Thursday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
10/28/2022,Friday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
10/29/2022,Saturday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
10/30/2022,Sunday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
10/31/2022,Monday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
11/01/2022,Tuesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
11/02/2022,Wednesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-008,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,3/5/5/5.5,
11/03/2022,Thursday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/04/2022,Friday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/05/2022,Saturday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/06/2022,Sunday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/07/2022,Monday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/08/2022,Tuesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/09/2022,Wednesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,D/B/C/A,3/5/5/5.5,
11/10/2022,Thursday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/11/2022,Friday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/12/2022,Saturday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/13/2022,Sunday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/14/2022,Monday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/15/2022,Tuesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/5/5.5,
11/16/2022,Wednesday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,Reconfigure,,E12-10-011,11.7/200/-/250,B/C/A/D,3/5/-/5.5,
11/17/2022,Thursday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,Reconfigure,,E12-10-011,11.7/200/-/250,A/D/B,3/5/-/5.5,Hall C target reconfiguration
11/18/2022,Friday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
11/19/2022,Saturday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
11/20/2022,Sunday,2.1,Physics,E12-09-016 **,6.3/40/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,3/5/5/5.5,
11/21/2022,Monday,2.1,Physics,Reconfigure,,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,-/5/5/5.5,
11/22/2022,Tuesday,2.1,Physics,Pass change,,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,4/5/5/5.5,
11/23/2022,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,4/5/5/5.5,
11/24/2022,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,C/A/D/B,4/5/5/5.5,
11/25/2022,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,4/5/5/5.5,
11/26/2022,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,4/5/5/5.5,
11/27/2022,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,4/5/5/5.5,
11/28/2022,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,4/5/5/5.5,
11/29/2022,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-10-011,11.7/200/-/250,A/D/B/C,4/5/5/5.5,
11/30/2022,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,Reconfigure,,A/D/B/C,4/5/5/-,
12/01/2022,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,Reconfigure,,A/D/B/C,4/5/5/-,
12/02/2022,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,Reconfigure,,B/C/A,4/5/5/-,
12/03/2022,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,Reconfigure,,B/C/A,4/5/5/-,
12/04/2022,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/05/2022,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/06/2022,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/07/2022,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/08/2022,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/09/2022,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/10/2022,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/11/2022,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/B/C/A,4/5/5/5.5,
12/12/2022,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/13/2022,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/14/2022,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/15/2022,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/16/2022,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/17/2022,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/18/2022,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/A/D,4/5/5/5.5,
12/19/2022,Monday,2.1,Beam Off At 7am,,,,,,,,,,,
12/20/2022,Tuesday,,,,,,,,,,,,,
12/21/2022,Wednesday,,,,,,,,,,,,,
12/22/2022,Thursday,,,,,,,,,,,,,
12/23/2022,Friday,,Winter Break,,,,,,,,,,,
12/24/2022,Saturday,,Winter Break,,,,,,,,,,,
12/25/2022,Sunday,,Winter Break,,,,,,,,,,,
12/26/2022,Monday,,Winter Break,,,,,,,,,,,
12/27/2022,Tuesday,,Winter Break,,,,,,,,,,,
12/28/2022,Wednesday,,Winter Break,,,,,,,,,,,
12/29/2022,Thursday,,Winter Break,,,,,,,,,,,
12/30/2022,Friday,,Winter Break,,,,,,,,,,,
12/31/2022,Saturday,,Winter Break,,,,,,,,,,,
01/01/2023,Sunday,,Winter Break,,,,,,,,,,,
01/02/2023,Monday,,Winter Break,,,,,,,,,,,
01/03/2023,Tuesday,,,,,,,,,,,,,
01/04/2023,Wednesday,,,,,,,,,,,,,
01/05/2023,Thursday,,,,,,,,,,,,,
01/06/2023,Friday,,,,,,,,,,,,,
01/07/2023,Saturday,,,,,,,,,,,,,
01/08/2023,Sunday,,,,,,,,,,,,,
01/09/2023,Monday,2.1,Restore,,,,,,,,,,,
01/10/2023,Tuesday,2.1,Restore,,,,,,,,,,,
01/11/2023,Wednesday,2.1,Restore,,,,,,,,,,,
01/12/2023,Thursday,2.1,Restore,,,,,,,,,,,
01/13/2023,Friday,2.1,Restore,,,,,,,,,,,
01/14/2023,Saturday,2.1,Restore,,,,,,,,,,,
01/15/2023,Sunday,2.1,Restore,,,,,,,,,,,
01/16/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,** = needs to complete ERR
01/17/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/18/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/19/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/20/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/21/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/22/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
01/23/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/24/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/25/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/26/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/27/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/28/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/29/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
01/30/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
01/31/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/01/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/02/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/03/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/04/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/05/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/06/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/07/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/08/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/09/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/10/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/11/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/12/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
02/13/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
02/14/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
02/15/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
02/16/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
02/17/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,Target Reconfiguration,,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/-/5.5,
02/18/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,Target Reconfiguration,,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/-/5.5,
02/19/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
02/20/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/21/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,E12-21-005 ERR Scheduled for May 18th
02/22/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/23/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/24/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/25/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/26/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
02/27/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
02/28/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/01/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/02/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/03/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/04/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/05/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
03/06/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/07/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/08/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
